complaint_id,concept,annotator_1,annotator_2,adjudicated,reason
24003456,insufficient_validation,YES,YES,YES,agreement
24003456,wrong_amount,NO,NO,NO,agreement
24003456,credit_damage_threat,NO,NO,NO,agreement
24003456,arrest_threat,NO,NO,NO,agreement
24003456,sued_no_notice,NO,NO,NO,agreement
24014932,identity_theft,NO,NO,NO,agreement
24014932,insufficient_validation,NO,NO,NO,agreement
24014932,wrong_amount,NO,NO,NO,agreement
24014932,credit_damage_threat,NO,NO,NO,agreement
24014932,arrest_threat,NO,NO,NO,agreement
24014932,sued_no_notice,NO,NO,NO,agreement
24015303,identity_theft,NO,NO,NO,agreement
24015303,insufficient_validation,NO,NO,NO,agreement
24015303,wrong_amount,NO,NO,NO,agreement
24015303,credit_damage_threat,NO,NO,NO,agreement
24015303,arrest_threat,NO,NO,NO,agreement
24015303,sued_no_notice,YES,YES,YES,agreement
24019437,identity_theft,NO,NO,NO,agreement
24019437,insufficient_validation,NO,NO,NO,agreement
24019437,wrong_amount,NO,NO,NO,agreement
24019437,credit_damage_threat,NO,NO,NO,agreement
24019437,arrest_threat,NO,NO,NO,agreement
24019437,sued_no_notice,NO,NO,NO,agreement
24021284,identity_theft,NO,NO,NO,agreement
24021284,insufficient_validation,NO,NO,NO,agreement
24021284,wrong_amount,NO,NO,NO,agreement
24021284,credit_damage_threat,NO,NO,NO,agreement
24021284,arrest_threat,NO,NO,NO,agreement
24021284,sued_no_notice,NO,NO,NO,agreement
24022001,identity_theft,NO,NO,NO,agreement
24022001,insufficient_validation,YES,YES,YES,agreement
24022001,wrong_amount,NO,NO,NO,agreement
24022001,credit_damage_threat,NO,NO,NO,agreement
24022001,arrest_threat,NO,NO,NO,agreement
24022001,sued_no_notice,NO,NO,NO,agreement
24027967,identity_theft,NO,NO,NO,agreement
24027967,insufficient_validation,NO,NO,NO,agreement
24027967,wrong_amount,NO,NO,NO,agreement
24027967,credit_damage_threat,NO,NO,NO,agreement
24027967,arrest_threat,YES,YES,YES,agreement
24027967,sued_no_notice,NO,NO,NO,agreement
24028396,identity_theft,NO,NO,NO,agreement
24028396,insufficient_validation,NO,NO,NO,agreement
24028396,wrong_amount,NO,NO,NO,agreement
24028396,credit_damage_threat,NO,NO,NO,agreement
24028396,arrest_threat,NO,NO,NO,agreement
24028396,sued_no_notice,NO,NO,NO,agreement
24029798,identity_theft,NO,NO,NO,agreement
24029798,insufficient_validation,NO,NO,NO,agreement
24029798,wrong_amount,YES,YES,YES,agreement
24029798,credit_damage_threat,NO,NO,NO,agreement
24029798,arrest_threat,NO,NO,NO,agreement
24029798,sued_no_notice,NO,NO,NO,agreement
24031798,identity_theft,NO,NO,NO,agreement
24031798,insufficient_validation,YES,YES,YES,agreement
24031798,wrong_amount,NO,NO,NO,agreement
24031798,credit_damage_threat,NO,NO,NO,agreement
24031798,arrest_threat,NO,NO,NO,agreement
24031798,sued_no_notice,NO,NO,NO,agreement
24113077,identity_theft,NO,NO,NO,agreement
24113077,insufficient_validation,YES,YES,YES,agreement
24113077,wrong_amount,YES,YES,YES,agreement
24113077,credit_damage_threat,NO,NO,NO,agreement
24113077,arrest_threat,NO,NO,NO,agreement
24113077,sued_no_notice,NO,NO,NO,agreement
24116329,identity_theft,NO,NO,NO,agreement
24116329,insufficient_validation,NO,NO,NO,agreement
24116329,wrong_amount,NO,YES,YES,"Person is asked to pay back a refund they explicitly did not ask for, a charge for something never ordered."
24116329,credit_damage_threat,YES,YES,YES,agreement
24116329,arrest_threat,NO,NO,NO,agreement
24116329,sued_no_notice,NO,NO,NO,agreement
24117666,identity_theft,YES,YES,YES,agreement
24117666,insufficient_validation,NO,NO,NO,agreement
24117666,wrong_amount,NO,NO,NO,agreement
24117666,credit_damage_threat,NO,NO,NO,agreement
24117666,arrest_threat,NO,NO,NO,agreement
24117666,sued_no_notice,NO,NO,NO,agreement
24118676,identity_theft,NO,NO,NO,agreement
24118676,insufficient_validation,NO,NO,NO,agreement
24118676,wrong_amount,NO,NO,NO,agreement
24118676,credit_damage_threat,NO,NO,NO,agreement
24118676,arrest_threat,NO,NO,NO,agreement
24118676,sued_no_notice,NO,NO,NO,agreement
24119830,identity_theft,NO,NO,NO,agreement
24119830,insufficient_validation,YES,YES,YES,agreement
24119830,wrong_amount,NO,NO,NO,agreement
24119830,credit_damage_threat,NO,NO,NO,agreement
24119830,arrest_threat,NO,NO,NO,agreement
24119830,sued_no_notice,NO,NO,NO,agreement
24120432,identity_theft,YES,YES,YES,agreement
24120432,insufficient_validation,NO,NO,NO,agreement
24120432,wrong_amount,NO,NO,NO,agreement
24120432,credit_damage_threat,NO,NO,NO,agreement
24120432,arrest_threat,NO,NO,NO,agreement
24120432,sued_no_notice,NO,NO,NO,agreement
24120775,identity_theft,NO,NO,NO,agreement
24120775,insufficient_validation,NO,NO,NO,agreement
24120775,wrong_amount,YES,YES,YES,agreement
24120775,credit_damage_threat,NO,NO,NO,agreement
24120775,arrest_threat,NO,NO,NO,agreement
24120775,sued_no_notice,NO,NO,NO,agreement
24121004,identity_theft,NO,NO,NO,agreement
24121004,insufficient_validation,NO,NO,NO,agreement
24121004,wrong_amount,NO,NO,NO,agreement
24121004,credit_damage_threat,NO,NO,NO,agreement
24121004,arrest_threat,NO,NO,NO,agreement
24121004,sued_no_notice,NO,NO,NO,agreement
24122299,identity_theft,NO,NO,NO,agreement
24122299,insufficient_validation,YES,YES,YES,agreement
24122299,wrong_amount,NO,NO,NO,agreement
24122299,credit_damage_threat,NO,NO,NO,agreement
24122299,arrest_threat,NO,NO,NO,agreement
24122299,sued_no_notice,NO,NO,NO,agreement
24123936,identity_theft,NO,NO,NO,agreement
24123936,insufficient_validation,YES,YES,YES,agreement
24123936,wrong_amount,NO,NO,NO,agreement
24123936,credit_damage_threat,NO,NO,NO,agreement
24123936,arrest_threat,NO,NO,NO,agreement
24123936,sued_no_notice,NO,NO,NO,agreement
24130915,identity_theft,NO,NO,NO,agreement
24130915,insufficient_validation,YES,YES,YES,agreement
24130915,wrong_amount,NO,NO,NO,agreement
24130915,credit_damage_threat,NO,NO,NO,agreement
24130915,arrest_threat,NO,NO,NO,agreement
24130915,sued_no_notice,NO,NO,NO,agreement
24131786,identity_theft,NO,NO,NO,agreement
24131786,insufficient_validation,YES,YES,YES,agreement
24131786,wrong_amount,YES,YES,YES,agreement
24131786,credit_damage_threat,NO,NO,NO,agreement
24131786,arrest_threat,NO,NO,NO,agreement
24131786,sued_no_notice,NO,NO,NO,agreement
24131825,identity_theft,NO,NO,NO,agreement
24131825,insufficient_validation,NO,NO,NO,agreement
24131825,wrong_amount,NO,NO,NO,agreement
24131825,credit_damage_threat,NO,NO,NO,agreement
24131825,arrest_threat,NO,NO,NO,agreement
24131825,sued_no_notice,YES,YES,YES,agreement
24132447,identity_theft,NO,NO,NO,agreement
24132447,insufficient_validation,YES,YES,YES,agreement
24132447,wrong_amount,NO,NO,NO,agreement
24132447,credit_damage_threat,NO,NO,NO,agreement
24132447,arrest_threat,NO,NO,NO,agreement
24132447,sued_no_notice,NO,NO,NO,agreement
24138982,identity_theft,NO,NO,NO,agreement
24138982,insufficient_validation,YES,YES,YES,agreement
24138982,wrong_amount,NO,NO,NO,agreement
24138982,credit_damage_threat,NO,NO,NO,agreement
24138982,arrest_threat,NO,NO,NO,agreement
24138982,sued_no_notice,NO,NO,NO,agreement
24139746,identity_theft,NO,NO,NO,agreement
24139746,insufficient_validation,YES,YES,YES,agreement
24139746,wrong_amount,NO,NO,NO,agreement
24139746,credit_damage_threat,NO,NO,NO,agreement
24139746,arrest_threat,NO,NO,NO,agreement
24139746,sued_no_notice,NO,NO,NO,agreement
24146290,identity_theft,NO,NO,NO,agreement
24146290,insufficient_validation,NO,NO,NO,agreement
24146290,wrong_amount,YES,YES,YES,agreement
24146290,credit_damage_threat,NO,NO,NO,agreement
24146290,arrest_threat,NO,NO,NO,agreement
24146290,sued_no_notice,NO,NO,NO,agreement
24149677,identity_theft,NO,NO,NO,agreement
24149677,insufficient_validation,YES,YES,YES,agreement
24149677,wrong_amount,NO,NO,NO,agreement
24149677,credit_damage_threat,NO,NO,NO,agreement
24149677,arrest_threat,NO,NO,NO,agreement
24149677,sued_no_notice,NO,NO,NO,agreement
24149801,identity_theft,NO,NO,NO,agreement
24149801,insufficient_validation,YES,YES,YES,agreement
24149801,wrong_amount,NO,NO,NO,agreement
24149801,credit_damage_threat,NO,NO,NO,agreement
24149801,arrest_threat,NO,NO,NO,agreement
24149801,sued_no_notice,NO,NO,NO,agreement
24153136,identity_theft,NO,NO,NO,agreement
24153136,insufficient_validation,YES,YES,YES,agreement
24153136,wrong_amount,NO,NO,NO,agreement
24153136,credit_damage_threat,NO,NO,NO,agreement
24153136,arrest_threat,NO,NO,NO,agreement
24153136,sued_no_notice,NO,NO,NO,agreement
24158982,identity_theft,NO,NO,NO,agreement
24158982,insufficient_validation,YES,YES,YES,agreement
24158982,wrong_amount,NO,NO,NO,agreement
24158982,credit_damage_threat,NO,NO,NO,agreement
24158982,arrest_threat,NO,NO,NO,agreement
24158982,sued_no_notice,NO,NO,NO,agreement
24159807,identity_theft,NO,NO,NO,agreement
24159807,insufficient_validation,NO,YES,YES,"1692g notice disputing the claim and demanding proof of the amount, its computation, the agreement, and chain of title, none of which has been received."
24159807,wrong_amount,NO,NO,NO,agreement
24159807,credit_damage_threat,NO,NO,NO,agreement
24159807,arrest_threat,NO,NO,NO,agreement
24159807,sued_no_notice,NO,NO,NO,agreement
24163846,identity_theft,YES,YES,YES,agreement
24163846,insufficient_validation,YES,YES,YES,agreement
24163846,wrong_amount,YES,YES,YES,agreement
24163846,credit_damage_threat,NO,NO,NO,agreement
24163846,arrest_threat,NO,NO,NO,agreement
24163846,sued_no_notice,NO,NO,NO,agreement
24174947,identity_theft,NO,NO,NO,agreement
24174947,insufficient_validation,YES,YES,YES,agreement
24174947,wrong_amount,NO,NO,NO,agreement
24174947,credit_damage_threat,NO,NO,NO,agreement
24174947,arrest_threat,NO,NO,NO,agreement
24174947,sued_no_notice,NO,NO,NO,agreement
24179179,identity_theft,NO,NO,NO,agreement
24179179,insufficient_validation,NO,NO,NO,agreement
24179179,wrong_amount,NO,NO,NO,agreement
24179179,credit_damage_threat,NO,NO,NO,agreement
24179179,arrest_threat,NO,NO,NO,agreement
24179179,sued_no_notice,NO,NO,NO,agreement
24183041,identity_theft,NO,NO,NO,agreement
24183041,insufficient_validation,YES,YES,YES,agreement
24183041,wrong_amount,NO,NO,NO,agreement
24183041,credit_damage_threat,NO,NO,NO,agreement
24183041,arrest_threat,NO,NO,NO,agreement
24183041,sued_no_notice,NO,NO,NO,agreement
24187692,identity_theft,NO,NO,NO,agreement
24187692,insufficient_validation,YES,YES,YES,agreement
24187692,wrong_amount,NO,NO,NO,agreement
24187692,credit_damage_threat,NO,NO,NO,agreement
24187692,arrest_threat,NO,NO,NO,agreement
24187692,sued_no_notice,NO,NO,NO,agreement
24194106,identity_theft,NO,NO,NO,agreement
24194106,insufficient_validation,YES,YES,YES,agreement
24194106,wrong_amount,YES,YES,YES,agreement
24194106,credit_damage_threat,NO,NO,NO,agreement
24194106,arrest_threat,NO,NO,NO,agreement
24194106,sued_no_notice,NO,NO,NO,agreement
24195747,identity_theft,NO,NO,NO,agreement
24195747,insufficient_validation,NO,NO,NO,agreement
24195747,wrong_amount,YES,YES,YES,agreement
24195747,credit_damage_threat,NO,NO,NO,agreement
24195747,arrest_threat,NO,NO,NO,agreement
24195747,sued_no_notice,NO,NO,NO,agreement
24195781,identity_theft,NO,NO,NO,agreement
24195781,insufficient_validation,YES,YES,YES,agreement
24195781,wrong_amount,YES,YES,YES,agreement
24195781,credit_damage_threat,NO,NO,NO,agreement
24195781,arrest_threat,NO,NO,NO,agreement
24195781,sued_no_notice,NO,NO,NO,agreement
24195946,identity_theft,NO,NO,NO,agreement
24195946,insufficient_validation,YES,YES,YES,agreement
24195946,wrong_amount,NO,NO,NO,agreement
24195946,credit_damage_threat,NO,NO,NO,agreement
24195946,arrest_threat,NO,NO,NO,agreement
24195946,sued_no_notice,NO,NO,NO,agreement
24204993,identity_theft,NO,NO,NO,agreement
24204993,insufficient_validation,YES,YES,YES,agreement
24204993,wrong_amount,YES,YES,YES,agreement
24204993,credit_damage_threat,NO,NO,NO,agreement
24204993,arrest_threat,NO,NO,NO,agreement
24204993,sued_no_notice,NO,NO,NO,agreement
24205559,identity_theft,NO,NO,NO,agreement
24205559,insufficient_validation,YES,YES,YES,agreement
24205559,wrong_amount,NO,NO,NO,agreement
24205559,credit_damage_threat,NO,NO,NO,agreement
24205559,arrest_threat,NO,NO,NO,agreement
24205559,sued_no_notice,NO,NO,NO,agreement
24207792,identity_theft,YES,YES,YES,agreement
24207792,insufficient_validation,NO,NO,NO,agreement
24207792,wrong_amount,NO,NO,NO,agreement
24207792,credit_damage_threat,NO,NO,NO,agreement
24207792,arrest_threat,NO,NO,NO,agreement
24207792,sued_no_notice,NO,NO,NO,agreement
24208206,identity_theft,NO,NO,NO,agreement
24208206,insufficient_validation,YES,YES,YES,agreement
24208206,wrong_amount,NO,NO,NO,agreement
24208206,credit_damage_threat,YES,YES,YES,agreement
24208206,arrest_threat,NO,NO,NO,agreement
24208206,sued_no_notice,NO,NO,NO,agreement
24209311,identity_theft,NO,NO,NO,agreement
24209311,insufficient_validation,YES,YES,YES,agreement
24209311,wrong_amount,NO,NO,NO,agreement
24209311,credit_damage_threat,NO,NO,NO,agreement
24209311,arrest_threat,NO,NO,NO,agreement
24209311,sued_no_notice,NO,NO,NO,agreement
24211610,identity_theft,NO,NO,NO,agreement
24211610,insufficient_validation,NO,NO,NO,agreement
24211610,wrong_amount,YES,YES,YES,agreement
24211610,credit_damage_threat,NO,NO,NO,agreement
24211610,arrest_threat,NO,NO,NO,agreement
24211610,sued_no_notice,NO,NO,NO,agreement
24213711,identity_theft,NO,NO,NO,agreement
24213711,insufficient_validation,YES,YES,YES,agreement
24213711,wrong_amount,NO,NO,NO,agreement
24213711,credit_damage_threat,NO,NO,NO,agreement
24213711,arrest_threat,NO,NO,NO,agreement
24213711,sued_no_notice,NO,NO,NO,agreement
24214067,identity_theft,NO,NO,NO,agreement
24214067,insufficient_validation,YES,YES,YES,agreement
24214067,wrong_amount,NO,NO,NO,agreement
24214067,credit_damage_threat,NO,NO,NO,agreement
24214067,arrest_threat,NO,NO,NO,agreement
24214067,sued_no_notice,NO,NO,NO,agreement
24229587,identity_theft,NO,NO,NO,agreement
24229587,insufficient_validation,NO,NO,NO,agreement
24229587,wrong_amount,NO,NO,NO,agreement
24229587,credit_damage_threat,NO,NO,NO,agreement
24229587,arrest_threat,NO,NO,NO,agreement
24229587,sued_no_notice,NO,NO,NO,agreement
24231918,identity_theft,NO,NO,NO,agreement
24231918,insufficient_validation,YES,YES,YES,agreement
24231918,wrong_amount,NO,NO,NO,agreement
24231918,credit_damage_threat,NO,NO,NO,agreement
24231918,arrest_threat,NO,NO,NO,agreement
24231918,sued_no_notice,NO,NO,NO,agreement
24234155,identity_theft,NO,NO,NO,agreement
24234155,insufficient_validation,NO,NO,NO,agreement
24234155,wrong_amount,YES,YES,YES,agreement
24234155,credit_damage_threat,NO,NO,NO,agreement
24234155,arrest_threat,NO,NO,NO,agreement
24234155,sued_no_notice,NO,NO,NO,agreement
24234244,identity_theft,NO,NO,NO,agreement
24234244,insufficient_validation,NO,NO,NO,agreement
24234244,wrong_amount,YES,YES,YES,agreement
24234244,credit_damage_threat,NO,NO,NO,agreement
24234244,arrest_threat,NO,NO,NO,agreement
24234244,sued_no_notice,NO,NO,NO,agreement
24248020,identity_theft,NO,NO,NO,agreement
24248020,insufficient_validation,NO,YES,YES,"1692g validation notice demanding the amount owed, how it was computed, agreements, creditor identity, and chain of title, with no validation received."
24248020,wrong_amount,NO,NO,NO,agreement
24248020,credit_damage_threat,NO,NO,NO,agreement
24248020,arrest_threat,NO,NO,NO,agreement
24248020,sued_no_notice,NO,NO,NO,agreement
24248282,identity_theft,NO,NO,NO,agreement
24248282,insufficient_validation,NO,NO,NO,agreement
24248282,wrong_amount,NO,NO,NO,agreement
24248282,credit_damage_threat,NO,NO,NO,agreement
24248282,arrest_threat,NO,NO,NO,agreement
24248282,sued_no_notice,NO,NO,NO,agreement
24248514,identity_theft,NO,NO,NO,agreement
24248514,insufficient_validation,NO,YES,YES,"1692g validation notice disputing the claim and demanding documentation of the amount, computation, agreement, creditor identity, and ownership."
24248514,wrong_amount,NO,NO,NO,agreement
24248514,credit_damage_threat,NO,NO,NO,agreement
24248514,arrest_threat,NO,NO,NO,agreement
24248514,sued_no_notice,NO,NO,NO,agreement
24273439,identity_theft,NO,NO,NO,agreement
24273439,insufficient_validation,NO,NO,NO,agreement
24273439,wrong_amount,NO,NO,NO,agreement
24273439,credit_damage_threat,NO,NO,NO,agreement
24273439,arrest_threat,NO,NO,NO,agreement
24273439,sued_no_notice,YES,YES,YES,agreement
24379057,identity_theft,NO,NO,NO,agreement
24379057,insufficient_validation,NO,NO,NO,agreement
24379057,wrong_amount,YES,YES,YES,agreement
24379057,credit_damage_threat,NO,NO,NO,agreement
24379057,arrest_threat,NO,NO,NO,agreement
24379057,sued_no_notice,NO,NO,NO,agreement
24402201,identity_theft,NO,NO,NO,agreement
24402201,insufficient_validation,YES,YES,YES,agreement
24402201,wrong_amount,YES,YES,YES,agreement
24402201,credit_damage_threat,NO,NO,NO,agreement
24402201,arrest_threat,NO,NO,NO,agreement
24402201,sued_no_notice,NO,NO,NO,agreement
24408170,identity_theft,NO,NO,NO,agreement
24408170,insufficient_validation,YES,YES,YES,agreement
24408170,wrong_amount,NO,NO,NO,agreement
24408170,credit_damage_threat,NO,NO,NO,agreement
24408170,arrest_threat,NO,NO,NO,agreement
24408170,sued_no_notice,NO,NO,NO,agreement
24424146,identity_theft,NO,NO,NO,agreement
24424146,insufficient_validation,YES,YES,YES,agreement
24424146,wrong_amount,NO,NO,NO,agreement
24424146,credit_damage_threat,NO,NO,NO,agreement
24424146,arrest_threat,NO,NO,NO,agreement
24424146,sued_no_notice,NO,NO,NO,agreement
24435171,identity_theft,NO,NO,NO,agreement
24435171,insufficient_validation,YES,YES,YES,agreement
24435171,wrong_amount,NO,NO,NO,agreement
24435171,credit_damage_threat,YES,YES,YES,agreement
24435171,arrest_threat,NO,NO,NO,agreement
24435171,sued_no_notice,NO,NO,NO,agreement
24457180,identity_theft,NO,NO,NO,agreement
24457180,insufficient_validation,YES,YES,YES,agreement
24457180,wrong_amount,NO,NO,NO,agreement
24457180,credit_damage_threat,NO,NO,NO,agreement
24457180,arrest_threat,NO,NO,NO,agreement
24457180,sued_no_notice,NO,NO,NO,agreement
24525867,identity_theft,NO,NO,NO,agreement
24525867,insufficient_validation,YES,YES,YES,agreement
24525867,wrong_amount,NO,NO,NO,agreement
24525867,credit_damage_threat,NO,NO,NO,agreement
24525867,arrest_threat,NO,NO,NO,agreement
24525867,sued_no_notice,NO,NO,NO,agreement
24528862,identity_theft,NO,NO,NO,agreement
24528862,insufficient_validation,YES,YES,YES,agreement
24528862,wrong_amount,NO,NO,NO,agreement
24528862,credit_damage_threat,NO,NO,NO,agreement
24528862,arrest_threat,NO,NO,NO,agreement
24528862,sued_no_notice,NO,NO,NO,agreement
24644353,identity_theft,NO,NO,NO,agreement
24644353,insufficient_validation,NO,NO,NO,agreement
24644353,wrong_amount,YES,YES,YES,agreement
24644353,credit_damage_threat,NO,NO,NO,agreement
24644353,arrest_threat,NO,NO,NO,agreement
24644353,sued_no_notice,NO,NO,NO,agreement
24659738,identity_theft,NO,NO,NO,agreement
24659738,insufficient_validation,NO,YES,YES,"Letter formally disputes the debt and requests full validation documents (origin and balance breakdown, purchase agreement, licensing) before any further collection."
24659738,wrong_amount,NO,NO,NO,agreement
24659738,credit_damage_threat,NO,NO,NO,agreement
24659738,arrest_threat,NO,NO,NO,agreement
24659738,sued_no_notice,NO,NO,NO,agreement
24664654,identity_theft,NO,NO,NO,agreement
24664654,insufficient_validation,YES,YES,YES,agreement
24664654,wrong_amount,NO,NO,NO,agreement
24664654,credit_damage_threat,NO,NO,NO,agreement
24664654,arrest_threat,NO,NO,NO,agreement
24664654,sued_no_notice,NO,NO,NO,agreement
24674081,identity_theft,NO,NO,NO,agreement
24674081,insufficient_validation,NO,NO,NO,agreement
24674081,wrong_amount,YES,YES,YES,agreement
24674081,credit_damage_threat,NO,NO,NO,agreement
24674081,arrest_threat,NO,NO,NO,agreement
24674081,sued_no_notice,NO,NO,NO,agreement
24695585,identity_theft,NO,NO,NO,agreement
24695585,insufficient_validation,YES,YES,YES,agreement
24695585,wrong_amount,YES,YES,YES,agreement
24695585,credit_damage_threat,NO,NO,NO,agreement
24695585,arrest_threat,NO,NO,NO,agreement
24695585,sued_no_notice,NO,NO,NO,agreement
24710617,identity_theft,NO,NO,NO,agreement
24710617,insufficient_validation,YES,YES,YES,agreement
24710617,wrong_amount,NO,NO,NO,agreement
24710617,credit_damage_threat,NO,NO,NO,agreement
24710617,arrest_threat,NO,NO,NO,agreement
24710617,sued_no_notice,NO,NO,NO,agreement
24710681,identity_theft,NO,NO,NO,agreement
24710681,insufficient_validation,NO,NO,NO,agreement
24710681,wrong_amount,YES,YES,YES,agreement
24710681,credit_damage_threat,NO,NO,NO,agreement
24710681,arrest_threat,NO,NO,NO,agreement
24710681,sued_no_notice,NO,NO,NO,agreement
24729674,identity_theft,NO,NO,NO,agreement
24729674,insufficient_validation,NO,YES,YES,"The collector demanded a $1 and then a $15 payment before it would pull the account information, so the person could not obtain the debt information without paying."
24729674,wrong_amount,YES,NO,YES,"Person paid the $130 yet the account still shows a balance, and the collector itself confirmed a $0.00 balance while demanding $300 to remove it, so the payment was not credited."
24729674,credit_damage_threat,NO,NO,NO,agreement
24729674,arrest_threat,NO,NO,NO,agreement
24729674,sued_no_notice,NO,NO,NO,agreement
