complaint_id,narrative
23957033,JEFFERSNCP is falsely reporting on my credit. I have never had any accounts with them. Per my research JEFFERSNCP is a debt collector. They are falsely reporting on my credit!! Account number is XXXX XXXX XXXX XXXX XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.
23978568,"On XX/XX/XXXX, I called XXXX XXXX ( who had the debt from synchrony ) and negotiated a settlement. They represented that accepting payment on a settlement that was for less, they would provide the {$0.00} balance letter once the payment had been received ; which did not take place. I never received a receipt just a confirmation number ( XXXX ). It was represented that the letter would be settled for less with {$0.00} balance and instead they reported the balance remaining from the settlement which is negatively impacting my XXXX XXXX. I am now being told that it takes up to XXXX days to report the settlement to synchrony and up to XXXX days to report it to credit bureaus but that it will never show a {$0.00} balance. Which was not what was told to me originally."
23981817,MIDLAND CREDIT XXXX is falsely reporting on my credit. I have never had any accounts with them. Per my research MIDLAND CREDIT XXXX is a debt collector. They are falsely reporting on my credit!! Account number is XXXX XXXXXXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under XXXX XXXX XXXX - Disclosure of investigation consumer report ; you are in violation.
23982105,"XXXX XXXX XXXX XXXX XXXX XXXX Washington DC XXXX XXXX XXXX To : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX, MN XXXX Re : Request for Debt Validation To Whom It May Concern, I am writing regarding the alleged debt you claim I owe. Pursuant to my rights under the XXXX XXXX XXXX XXXX XXXX I request validation of this debt. Please provide : * The name and address of the original creditor. * The account number associated with the alleged debt. * The amount of the alleged debt, including an itemization of any interest, fees, or other charges. * Documentation showing that I am legally obligated to pay this debt. * Documentation showing that your agency has the authority to collect this debt. Until you provide the requested validation, I request that you cease collection efforts on this account as required by applicable law. This letter is not an acknowledgment of liability for the alleged debt, nor is it a promise to pay. I reserve all rights available to me under federal and state law. Please respond in writing to the address listed above. Sincerely, XXXX XXXX XXXX XXXX"
23994280,"Subject : Severe FDCPA and FCRA Violations : Fraud upon the Court, Deceptive Litigation, and Credit Defamation by LVNV Funding LLC [ XXXX, XXXX ] and their legal representative XXXX XXXX XXXX, XXXX, specific attorney : XXXX XXXX I am filing this formal complaint against LVNV Funding LLC and their legal counsel for egregious violations of the Fair Debt Collection Practices Act ( FDCPA ), specifically 15 U.S.C. 1692e ( False or Misleading Representations ), and the Fair Credit Reporting Act ( FCRA ). LVNV Funding LLC initiated a debt collection lawsuit against me. During the active timeline of this case, their legal counsel explicitly stated to me via written email and recorded telephonic communications that I did not need to go to court because the case and the multiple other listings on my credit reports "" would be dropped under a hardship discharge. '' Relying on this official representation from an officer of the court, I believed the legal matter was finalized and closed. However, XXXX months later, LVNV Funding LLC and its attorney secretly went back to the courtwithout my knowledge, notice, or serviceand fraudulently obtained a default judgment against me. This is a malicious "" sewer service '' tactic designed to intentionally deprive me of my constitutional right to due process and defense. I possess irrefutable evidence of this deception, including the electronic emails and audio recordings of the attorney making these false claims. To compound this harassment, LVNV Funding LLC is engaging in unlawful multiple reporting. They have XXXX additional duplicate tradelines on my Equifax, Experian, and TransUnion credit files for what originates from the same financial profiles or are unconfirmable. This artificial inflation of alleged accounts severely penalizes my XXXX XXXX. I am an individual oXXXX XXXX XXXX and my sole income consists of XXXX XXXX XXXX XXXX XXXX ), which are entirely exempt from garnishment or collection under federal law. LVNV Funding and its legal counsel are knowingly utilizing fraudulent litigation tactics to intimidate a protected, judgment-proof disabled citizen. Note : The company was notified of these issues and had no response during recorded phone calls on XX/XX/year>. I am not going to relinquish the recordings or emails at this time. If this is not resolved, I will turn them over to a local consumer attorney to pursue this further in all possible formats Desired Resolution : Immediate deletion of all XXXX LVNV Funding tradelines and suppression of the fraudulent judgment from all credit bureaus. Complete dismissal of the lawsuit and vacating of the fraudulently obtained judgment. Cease and desist all further collection activities, legal actions, and contact regarding these alleged accounts."
23997770,I don't know anything about this debt .It must be fraudulent
24023145,On XX/XX/year> Prg XXXX left a voice mail with my daughter and husband stating XXXX XXXX which was my name before I married twice now that there was a compliant that was pending being filed due to lack of response. I was contacted once by a different company never by this one in writing or phone. When I spoke to a person they stated that I had to make a payment today or a payment plan or I was going to be sued. I explained that I had talked with the original debt company and they explained it was bought and I had to make arrangements to pay this I could talk with someone to see if I qualify for a discount due to my limited free money at this time another person got on the phone and stated I had two choices I could pay today or they could put a lein on my car they would garnish my wages and proceeded to bully and make assumptions about what was going to happen. They gave me a deadline and then said I had until XXXX to pay. I told them I couldn't do those arrangements. They then messaged my husband again with the message that I needed to pay. They sent email stating that I had agreed to male a payment and the payment was denied that was false information they had no bank account information from me noe was any payment attempts were made on my current bank account in fact the bank account on original contract has been closed for over 3 years.
24029514,"XXXXDear CFPBXXXX, XXXX XXXX XXXX XXXX, AM DEMANDING RETROACTIVE AND PERMANENT REMOVAL OF XXXX INCORRECT AND ERRED DEROGATORY CREDIT REPORTING OF 120-DAYS DELINQUENT [XXXX XXXX XXXX XXXX], AS THE EDUCATIONAL STUDENT LOANS HAVE NEVER BEEN DELINQUENT, NOR LATE PRIOR TO XXXX XXXX XXXX. PLEASE KNOW: MY EDUCATIONAL STUDENT LOANS HAVE ALWAYS BEEN IN A PROTECTED STATUS, EITHER THROUGHXXXXANNUALLY RECERTIFIED INCOME-DRIVEN REPAYMENT PLAN, IDR, ACCURATELY CALCULATED AT ($0/MONTHLYXXXX XXXXOR IN A MANDATED PAYMENT PAUSE DURING THE XXXX XXXX ERA, XXXXOR IN AN APPROVED ADMINISTRATIVE FORBEARANCEXXXXNEVER DELINQUENT. XXXX DEFIANTLY REFUSES TO ACKNOWLEDGE AND HONOR THE XXXX XXXX XXXX APPROVED, INVOLUNTARILY IMPLEMENTED ADMINISTRATIVE FORBEARANCE. I AM DEMANDING THE ASSISTANCE OF THE CFPB, BY WAY OF FEDERAL STUDENT AID OMBUDSMAN, IN ASSISTANCE IN MAKING XXXX ACKNOWLEDGE AND HONOR THE INVOLUNTARILY PLACED ADMINISTRATIVE FORBEARANCE XXXX XXXX XXXX XXXX), AND MAKE XXXX RETROACTIVELY AND PERMANENTLY REMOVE THEIR FACTUALLY INACCURATE ADVERSE CREDIT REPORTING [OF 120-DAYS DELINQUENT], BECAUSE EDUCATIONAL STUDENT LOANS HAVE NEVER BEEN DELINQUENT. I ATTEST, AFFIRM, AND CERTIFY THE INFORMATION IS VERY ACCURATE AND VERY TRUTHFULXXXXVERY BLESSED,XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX"
24101262,"XXXX XXXX filed a civil lawsuit against me, and I was never properly served with the complaint or accompanying documentation. A default judgment was subsequently entered in their favor. I filed a Motion to Vacate the Default Judgment, attaching supporting documentation. XXXX XXXX, counsel for XXXX XXXX, requested to be excused from attending the hearing regarding my Motion to Vacate Default, and the default was nonetheless granted. Separately, XXXX of XXXX XXXXXXXX has contacted me regarding settlement of the alleged debt. I formally requested written validation of this debt, including : XXXX. The name of the original creditor XXXX. The account number associated with the debt XXXX. The total amount owed, including any fees or interest XXXX. Documentation demonstrating your legal authority to collect on this account To date, I have only received a statement from XXXX XXXX, which does not provide the requested documentation or verification of the debt. I hereby reiterate my request for full written validation in accordance with applicable law. Please provide the information requested before any further collection activity is pursued."
24116142,"I have disputed this debt on XX/XX/year> regarding {$120.00}, and {$260.00} debt amounts owed, and the debt has not been removed from my credit reports. The debt collector has verified this debt as accurate with XXXX, but this is not correct information. Upon trying to resolve this debt collection, it states this debt is from XXXX XXXX XXXX XXXX XXXX, which I have resolved already. This has caused undue financial hardship and distress for me, which has negatively impacted my credit, and I want to have this debt removed from my XXXX XXXX XXXX XXXX reports immediately."
24120907,"For nine years i made large and minimum payments on all credit cards, totallyng on earning, at least {$10000.00}. These payments were done with cash money green bills, anF they counted for nothing. They dissappeared in the illution of percentage and interest. Now XXXX says that if i pay for example on one credit card, ( account # XXXX, last XXXX # XXXX ) XXXX monthly payments of {$77.00} this debt will be paid. But how and why? Why are payments valid with XXXX and not the bank? Why does the clock start with them?"
24122007,"Subject : Request for Investigation and Validation of Reported Account Under the Fair Credit Reporting Act ( FCRA ) * * I am filing this complaint regarding the account being reported by Westlake Financial. I dispute the accuracy and completeness of the information being furnished to the consumer reporting agencies and request a thorough investigation. Pursuant to the Fair Credit Reporting Act ( FCRA ), including 15 U.S.C. 1681s-2 ( a ) and 1681s-2 ( b ), furnishers of information are required to report accurate and complete information and to conduct a reasonable investigation upon receiving notice of a dispute. Accordingly, I request that Westlake Financial provide competent evidence supporting the account they are reporting, including but not limited to : * A copy of the original signed retail installment contract or loan agreement. * A complete payment history from the date the account was opened. * An itemized accounting of the current balance, including principal, interest, fees, and any other charges. * Documentation supporting the payment history, account status, dates of delinquency, and any other information furnished to the consumer reporting agencies. * Documentation demonstrating that the information being reported has been verified as accurate and complete. If Westlake Financial is unable to provide documentation sufficient to substantiate the accuracy of the information being reported, I request that the inaccurate or unverifiable information be corrected or deleted from all consumer credit reports, as required by the FCRA. To the extent that the Fair Debt Collection Practices Act ( FDCPA ), 15 U.S.C. 1692 et seq., applies to any entity attempting to collect this alleged debt, I also request validation of the debt and compliance with all applicable federal requirements. I respectfully request that the Consumer Financial Protection Bureau ensure this matter is fully investigated and that Westlake Financial complies with all applicable federal laws governing the accuracy, verification, and reporting of consumer credit information. Thank you for your attention to this matter."
24146762,They need to take that amount off and I want them to delete that off my report asap
24146843,Portfolio Recovery sued me without any notice about court I was unaware about court never received anything in the mail I dont even know the debt I filed me taxes and months went by and I havent received my state taxes the day that I was supposed to receive my taxes I go online and its stated that my taxes was taking basically I called to see what was going on and they told me that portfolio recovery took my refund of XXXX without any warning plus attorneys fees that was close to XXXX in which they might try to take my taxes next year because it wasnt equal up to what they took in XXXX I was depending on that money cause I unexpectedly lost my job due to closure of the company so bills was pilling up rent etc and Im still out of a job and in further debt and unable to pay Im facing hardship right now about a debt that I have no clue about
24147232,"I requested formal statutory debt validation under California Civil Code 1788.52. Specifically, I demanded : 1 ) A complete chain of title showing the legal transfer of this specific account from XXXXXXXX XXXX to Resurgent Acquisitions LLC. 2 ) The original account agreement and date of default. 3 ) An itemized breakdown of the alleged {$3700.00} balance Yes. I sent a timely, formal dispute and debt validation letter via XXXX XXXX Mail, which Resurgent Capital Services physically signed for and received on XX/XX/year>. I also previously filed CFPB Case # XXXX. Instead of fixing the issue by sending the required validation paperwork, they ignored my legal rights and jumped straight to placing a negative collection mark on my credit report"
24149347,Rausch & Sturm - attempted to have me served but the address they served was not my residence and was my son 's - Person who provided the documents did not even ask my sister their name and gave her the documents and this property was on secured grounds that he could not have gained entry without a gate code or approval to enter the property by resident.
24154895,This company sent a bill of sale with the amount covered if they can can send a bill of sale they can send the requested documents thats connected to the bill of sale
24157666,"I disputed an XXXX XXXX XXXX account on my eqiufax credit report twice, on XX/XX/year> and XX/XX/year>. XXXX reviewed the same account and deleted it after its XXXX proper investigation. but Equifax continues to report it as verified. I have requested the method or verification and documentation supporting the accounts accuracy but equifax continues to report it as verified"
24157762,"b'is a timely written dispute of the alleged debt. I dispute this debt in its entirety and request written validation/verification under federal debt-collection law. This letter is not a refusal to pay, but a notice that I dispute the debt. I do not admit liability or owing any amount. ADVANCE AMERICA XXXX XX/XX/XXXX XXXX am writing in response to your collection notice about the account you claim I owe. I dispute this debt in its entirety and request validation. I am exercising my rights under the XXXX XXXX XXXX,'"
24178505,"I recently am in the transition of moving out my apartment to a different location checked my report and on XXXX of this year this collection account was added to my credit report Im a few points short of qualifying for a new apartment. I disputed this account already it just popped back up. The name of the company is Ability Recovery Services LLC. I never applied for a card or any services this company provides desired resolution is to be removed from all three credit bureaus so I can get approved for new residence. Ive disputed this already as fraud and now Im disputing again, the total amount for this collection is {$560.00}."
24196342,"I am filing a formal complaint against Lobel Financial and their third-party collection agency, XXXXXXXX XXXX XXXXXXXX XXXX for egregious, ongoing violations of the Fair Credit Reporting Act ( FCRA ) and the Fair Debt Collection Practices Act ( FDCPA ). This company is actively publishing false, unverified data that XXXX damages my credit profile. As of XX/XX/XXXX, my credit reports ( via XXXX XXXX ) show a balance of {$25000.00}, which increases dynamically every month or XXXX, tanking my credit score. However, I received official documentation from XXXX XXXX XXXX containing three completely different totals that prove their math is broken and unverified : 1. An official internal financial ledger page showing my actual balance is {$17000.00}. 2. A XXXX XXXX XXXX debt cover letter stating my balance is {$23000.00}. 3. The credit bureau reporting stating my balance is {$25000.00}. Account and Call Timeline : * XX/XX/XXXX : I disputed the inaccurate balance via XXXX XXXX XXXX XXXX ). The bureau returned the dispute as "" unknown/verified, '' leaving the incorrect balance active. * XX/XX/XXXX : I called Lobel Financial to demand an explanation for the highly inflated balance. They refused to explain the numbers and falsely threatened that I was currently "" being sued '' and the lady on the phone stated you wont last long in this economy not working and when you do work all your money will come to us and you wont be able to ever buy a house you'll see to scare me. I immediately filed another credit bureau dispute for inaccuracy, which was denied. * XX/XX/XXXX : I called Lobel Financial back to verify the lawsuit status. They completely reversed their story, stating no legal action was being taken, but claimed they no longer handle the account and directed me to XXXX XXXX XXXX. * XX/XX/XXXX : I contacted XXXXXXXX XXXX XXXXXXXX. They quoted a balance of {$23000.00}, which directly conflicted with the {$25000.00} on my credit report. I demanded a full itemized report and filed an immediate bureau dispute after the phone call. Last week, XXXX XXXX indicated the dispute was approved, yet no balance correction or deletion occurred. * XX/XX/XXXX ( XXXX XXXX ) : I received XXXX XXXX XXXX 's written packet containing the conflicting cover letter ( {$23000.00} ) and ledger ( {$17000.00} ). I called their office. The first agent was completely confused by the numbers. I was transferred to a second agent named XXXX. XXXX explicitly admitted on a recorded line that she was confused by the dates and balances, confirmed she sees no interest being added to justify the hikes, and asked if it was reporting under Lobel Financial. She stated she had to transfer the file to an account manager because nobody in their office can explain or verify these three different totals. Under the FCRA and FDCPA, a debt collector can not report or attempt to collect an unverified, inaccurate balance, nor can they threaten legal action they do not intend to take. Because both companies have demonstrated a complete lack of accurate record-keeping and are willfully destroying my credit profile with false data, I demand a COMPLETE DELETION of this entire tradeline from XXXX XXXX XXXX XXXX immediately XXXX"
24199424,""" National Credit Systems ( NCS ) is reporting an unverified and inaccurate collection account on my credit file. I was on a month-to-month lease where my tenant portion was paid directly to XXXX, who then paid the landlord. XXXX XXXX XXXX officially closed this account and reported a XXXX dollar ( {$0.00} ) balance directly on my credit report. Months later, NCS illegally reopened this account. The ledger provided by NCS shows XXXX 's payments. Crucially, when I called NCS to dispute this, the representative explicitly admitted on their own recorded phone line that this debt 'did not make sense ' and was incorrect. Despite this verbal admission captured on their corporate call recording, NCS has refused to delete the trade line. NCS is knowingly reporting false information in violation of the FDCPA and FCRA. I demand immediate and permanent deletion of this account. ''"
24207269,"In XXXX I had XXXX XXXX, I was promised No contract, the problem begin when my bill kept going up XXXX up. I tried calling XXXX they kept giving bogus excuses, I kept paying because I needed a phone for work XXXX my sons school. When I told them I was switching carriers because it just kept going up, they tried to tell me I needed XXXX pay the next month bill even though the day before I had just paid that months bill. I told them I would not be as I was done with the service. Yes it went into collections. However someone has re-opened it and it is back on my credit and says its been open for XXXX months. I have done, prepaid, XXXX XXXX XXXX the last XXXX years. I would like for this XXXX be removed from my credit as this is not a new or open debt. I have no proof except my XXXX bill the last XXXX years XXXX an email from XXXX of pictures I sent myself thats states XXXX XXXX"
24207294,"My credit report in the case debt that I am not aware of, and I feel that the information of the debt is inaccurate And I have no knowledge of on the company listed"
24363888,Navy Federal Credit Union has repeatedly withdrawn any and all money from my checking account for a credit card debt that has been written off for at least 8 years. There has been no authorization given nor no notice of such seizure of money for said debt. They have taken exempt money as well such as student loan refunds.
24402391,"I was previously informed, and your representative confirmed in writing, that the insurance policy had been canceled. I have email correspondence documenting this confirmation. The policy was associated with XXXX XXXX XXXX, which is a corporation. I was not the guarantor, named insured responsible for the debt, or otherwise personally liable for any outstanding balance. I do not understand how my personal information became associated with this corporate policy. I never received any invoices, notices of cancellation for non-payment, collection notices, or any communication indicating that I personally owed a balance. Any communications regarding this policy were directed to the company, not me. Despite this, the alleged debt has been reported against my personal credit file, causing damage to my creditworthiness. This reporting appears to be inaccurate and unsupported. My credit score just received a notification that it dropped over points."
24432150,"XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX Date : __________ TransUnion LLC Subject : Identity Theft/Fraudulent Collection Account Dispute To Whom It May Concern, I am writing to formally dispute a collection account appearing on my TransUnion credit report that I believe resulted from identity theft or mistaken identity. Collection Agency : XXXX XXXX XXXX ( XXXX ) Account Number : XXXX Reported Balance : {$820.00} I did not open, authorize, or assume responsibility for the account that gave rise to this collection. I dispute this account in its entirety. Pursuant to the Fair Credit Reporting Act, I request that TransUnion conduct a reasonable investigation and require the furnisher to provide documentation demonstrating that I authorized or am legally responsible for this account. Please provide or verify : * A signed application, contract, or agreement bearing my signature. * Documentation establishing that I am legally responsible for the debt. * The name of the original creditor. * Any records used to verify this account. If this information can not be verified, I request that this collection account be deleted from my TransUnion credit report immediately under FCRA 602A and 611. I have enclosed copies of my government-issued identification, proof of address, and a copy of my credit report identifying the disputed account. Please notify me in writing of the results of your investigation. Sincerely, XXXX XXXX"
24441403,Debt collector is trying to collect a debt that might or might not be mine. They are aggressive in their efforts and its very disturbing. The debt is said to be around {$220.00} and is tied to a XXXX bill.
24482149,"They have sent me letters, called me numerous times from different numbers from all kinds of places to collect a debt."
24506985,"PRIOR CFPB CASE NUMBER : COMPLAINT ID XXXX XXXX XXXX File Number : XXXX Original Creditor : XXXX XXXX XXXX. I am filing this follow-up complaint because Rausch Sturm provided a false and non-functional resolution to my previous CFPB case. The first installment of {$78.00} was attempted on XX/XX/XXXX, but their defective portal actively blocked the transaction. Following that initial case, Rausch Sturm restored my website portal access and sent me a formal letter explicitly stating I could resolve this debt by paying through their website. Acting in complete good faith, I logged in to make the payment. However, their website portal is entirely defective. When I input my information, the system flags my bank routing number as "" invalid. '' I have since double-checked and verified directly with my financial institution that this XXXX-digit routing number is XXXX % correct, active, and valid for electronic ACH transactions. I even copied and pasted it directly from my online banking profile. I uploaded screenshots of this system error directly into Rausch Sturm 's portal early last week and left multiple voicemails explaining the technical issue. They have completely ignored my outreach. Rausch Sturm authorized website payments to a federal agency, but their broken payment infrastructure is actively blocking me from paying. Meanwhile, they continue to threaten me with a process server. I request that the CFPB compel XXXX XXXX to manually process my payment over the phone with no extra fees, honor the date of my original XX/XX/XXXX attempt, and stop all legal escalation."
24507687,"On XX/XX/year>, a collection account of {$1400.00} was opened on my credit report. I submitted an apartment application, but I NEVER signed a lease agreement, NEVER received keys, and NEVER occupied the property I have no contractual or financial responsibility for this debt. Under consumer protection laws, a consumer can not be billed for lease obligations without a signed lease agreement. The collection agency is attempting to collect an invalid debt that is not owed."
24524886,"I am filing a formal regulatory complaint against debt collector CB1, Inc. for severe statutory violations of the Fair Debt Collection Practices Act ( FDCPA ), XXXX XXXX. XXXX, and state consumer protection laws. On XX/XX/year>, I sent a timely, written Debt Validation Request to CB1 via XXXX XXXX Mail. Official postal records and a signed domestic return card prove CB1 accepted my dispute, and a postal postmark establishes it was processed at their local Billings distribution hub on XX/XX/year>. Under XXXX XXXX. XXXX ( b ), a debt collector must cease all collection efforts and litigation activities upon receipt of a consumer 's written dispute until the debt collector mails verification to the consumer. Rather than honoring this mandatory federal freeze, CB1s legal counsel signed a civil lawsuit complaint against me on XX/XX/year>, and actively filed it in court on XX/XX/year>. CB1 did not mail out my debt verification response packet until XX/XX/XXXX, XXXX full weeks after initiating active litigation. Furthermore, CB1 has utilized fraudulent, back-dated, and chronologically impossible billing documentation to sue me for an inflated principal balance of {$290.00} on a clinic account where the original creditor 's own ledger explicitly shows internal adjustments reduced my patient responsibility line to {$0.00}. CB1 has also initiated illegal collection actions and a lawsuit on a separate hospital account that was fully covered by my active XXXX of Montana ACA XXXX XXXX on the date of service, which is legally uncollectible under state billing regulations. I request a formal administrative investigation into CB1s deceptive litigation timelines, billing ledger integrity, and debt collection licensing status in the XXXX of Montana."
24632105,"I requested documentation showing that the debt is valid, including the date the debt was allegedly incurred, the original creditor, a copy of any contract or agreement creating the debt, and proof that the company owns or has the legal right to collect the debt. The company stated that the account is closed, they do not have the debt, they never purchased the debt, and they do not have a contract or supporting documentation."
24664069,""" This collection agency is illegally re-aging a debt. The original utility service with XXXX ended permanently on XX/XX/XXXX. The agency has fraudulently updated the reporting date to XXXX to bypass the FCRA 7-year obsolete data limit. I have attached written confirmation from XXXX proving the XXXX service dates. I demand immediate deletion of this collection. ''"
24732836,"Subject : Request for Reinvestigation Under the Fair Credit Reporting Act ( XXXX XXXX. XXXX XXXX XXXX XXXX XXXX XXXXXXXX Dispute Center I am writing to formally dispute the I.C. System, Inc. collection account reporting on my XXXX credit report. The account is reporting an alleged balance of {$97.00}, with XXXX XXXX XXXX listed as the original creditor. I dispute the accuracy and completeness of this account and request that XXXX conduct a reasonable reinvestigation as required by the Fair Credit Reporting Act. Pursuant to XXXX XXXX. XXXX, XXXX must conduct a reasonable reinvestigation of disputed information. Additionally, under XXXX XXXX. XXXX ( b ), consumer reporting agencies are required to follow reasonable procedures to assure the maximum possible accuracy of the information contained in consumer reports. Accordingly, I request that XXXX : XXXX a reasonable reinvestigation of this collection account. Require I.C. System, Inc. to provide competent evidence that the debt is accurate, belongs to me, and is legally reportable. Verify the original creditor information, account balance, date of delinquency, and all other information being reported. Delete the collection account if the furnisher can not provide sufficient documentation to verify the accounts accuracy and completeness. Additionally, pursuant to 15 U.S.C. 1681i ( a ) ( 6 ) ( B ) ( iii ), please provide me with the name, address, and telephone number of the entity that verified this information, along with a description of the procedures used during your reinvestigation. If the information can not be verified as accurate and complete, I request that it be deleted from my credit file in accordance with the Fair Credit Reporting Act. Thank you for your prompt attention to this matter. I look forward to receiving the results of your investigation within the time allowed by law."
